Measured on 10:51:52 27/11/2024
Operated by: 	Ennio Kristof
Comments: 	 
Projectile: 	 Ar

Energy (V): 	4000.000
Extractor (%): 	96.000
Focus 1 (%): 	68.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	-100.000
Comments: 	 2 retard grids, and supp grid.

Wien voltage (V): 	135.400

Sweep start (kV): 	0.000
Sweep end (kV): 	4.300
Sweep step (V): 	10.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
0.000E+0	2.009E-10
1.000E-2	2.006E-10
2.000E-2	2.012E-10
3.000E-2	2.015E-10
4.000E-2	2.007E-10
5.000E-2	2.005E-10
6.000E-2	2.013E-10
7.000E-2	2.010E-10
8.000E-2	2.010E-10
9.000E-2	2.007E-10
1.000E-1	2.010E-10
1.100E-1	2.009E-10
1.200E-1	2.005E-10
1.300E-1	2.006E-10
1.400E-1	2.010E-10
1.500E-1	2.005E-10
1.600E-1	2.004E-10
1.700E-1	2.004E-10
1.800E-1	2.008E-10
1.900E-1	2.003E-10
2.000E-1	2.001E-10
2.100E-1	2.004E-10
2.200E-1	2.001E-10
2.300E-1	1.997E-10
2.400E-1	1.997E-10
2.500E-1	2.002E-10
2.600E-1	1.999E-10
2.700E-1	1.992E-10
2.800E-1	1.995E-10
2.900E-1	1.996E-10
3.000E-1	1.993E-10
3.100E-1	1.992E-10
3.200E-1	1.994E-10
3.300E-1	1.990E-10
3.400E-1	1.989E-10
3.500E-1	1.992E-10
3.600E-1	1.992E-10
3.700E-1	1.990E-10
3.800E-1	1.994E-10
3.900E-1	1.993E-10
4.000E-1	1.992E-10
4.100E-1	1.993E-10
4.200E-1	1.995E-10
4.300E-1	1.990E-10
4.400E-1	1.996E-10
4.500E-1	1.996E-10
4.600E-1	1.998E-10
4.700E-1	1.994E-10
4.800E-1	1.998E-10
4.900E-1	1.999E-10
5.000E-1	1.997E-10
5.100E-1	2.001E-10
5.200E-1	2.006E-10
5.300E-1	2.002E-10
5.400E-1	2.003E-10
5.500E-1	2.008E-10
5.600E-1	2.008E-10
5.700E-1	2.006E-10
5.800E-1	2.011E-10
5.900E-1	2.012E-10
6.000E-1	2.012E-10
6.100E-1	2.014E-10
6.200E-1	2.017E-10
6.300E-1	2.020E-10
6.400E-1	2.019E-10
6.500E-1	2.020E-10
6.600E-1	2.026E-10
6.700E-1	2.027E-10
6.800E-1	2.024E-10
6.900E-1	2.036E-10
7.000E-1	2.031E-10
7.100E-1	2.031E-10
7.200E-1	2.032E-10
7.300E-1	2.037E-10
7.400E-1	2.037E-10
7.500E-1	2.037E-10
7.600E-1	2.043E-10
7.700E-1	2.043E-10
7.800E-1	2.041E-10
7.900E-1	2.044E-10
8.000E-1	2.052E-10
8.100E-1	2.045E-10
8.200E-1	2.047E-10
8.300E-1	2.052E-10
8.400E-1	2.056E-10
8.500E-1	2.053E-10
8.600E-1	2.058E-10
8.700E-1	2.068E-10
8.800E-1	2.059E-10
8.900E-1	2.068E-10
9.000E-1	2.070E-10
9.100E-1	2.069E-10
9.200E-1	2.069E-10
9.300E-1	2.075E-10
9.400E-1	2.075E-10
9.500E-1	2.073E-10
9.600E-1	2.077E-10
9.700E-1	2.082E-10
9.800E-1	2.084E-10
9.900E-1	2.084E-10
1.000E+0	2.089E-10
1.010E+0	2.094E-10
1.020E+0	2.089E-10
1.030E+0	2.091E-10
1.040E+0	2.097E-10
1.050E+0	2.098E-10
1.060E+0	2.092E-10
1.070E+0	2.101E-10
1.080E+0	2.106E-10
1.090E+0	2.104E-10
1.100E+0	2.101E-10
1.110E+0	2.107E-10
1.120E+0	2.112E-10
1.130E+0	2.105E-10
1.140E+0	2.109E-10
1.150E+0	2.114E-10
1.160E+0	2.112E-10
1.170E+0	2.114E-10
1.180E+0	2.119E-10
1.190E+0	2.125E-10
1.200E+0	2.122E-10
1.210E+0	2.126E-10
1.220E+0	2.128E-10
1.230E+0	2.131E-10
1.240E+0	2.127E-10
1.250E+0	2.129E-10
1.260E+0	2.134E-10
1.270E+0	2.138E-10
1.280E+0	2.135E-10
1.290E+0	2.138E-10
1.300E+0	2.145E-10
1.310E+0	2.139E-10
1.320E+0	2.142E-10
1.330E+0	2.149E-10
1.340E+0	2.151E-10
1.350E+0	2.146E-10
1.360E+0	2.154E-10
1.370E+0	2.153E-10
1.380E+0	2.152E-10
1.390E+0	2.157E-10
1.400E+0	2.158E-10
1.410E+0	2.155E-10
1.420E+0	2.152E-10
1.430E+0	2.159E-10
1.440E+0	2.154E-10
1.450E+0	2.150E-10
1.460E+0	2.154E-10
1.470E+0	2.156E-10
1.480E+0	2.153E-10
1.490E+0	2.150E-10
1.500E+0	2.151E-10
1.510E+0	2.154E-10
1.520E+0	2.149E-10
1.530E+0	2.146E-10
1.540E+0	2.149E-10
1.550E+0	2.149E-10
1.560E+0	2.146E-10
1.570E+0	2.147E-10
1.580E+0	2.147E-10
1.590E+0	2.144E-10
1.600E+0	2.143E-10
1.610E+0	2.144E-10
1.620E+0	2.144E-10
1.630E+0	2.139E-10
1.640E+0	2.136E-10
1.650E+0	2.140E-10
1.660E+0	2.143E-10
1.670E+0	2.138E-10
1.680E+0	2.134E-10
1.690E+0	2.138E-10
1.700E+0	2.138E-10
1.710E+0	2.134E-10
1.720E+0	2.135E-10
1.730E+0	2.138E-10
1.740E+0	2.136E-10
1.750E+0	2.133E-10
1.760E+0	2.139E-10
1.770E+0	2.137E-10
1.780E+0	2.133E-10
1.790E+0	2.135E-10
1.800E+0	2.138E-10
1.810E+0	2.134E-10
1.820E+0	2.137E-10
1.830E+0	2.139E-10
1.840E+0	2.135E-10
1.850E+0	2.134E-10
1.860E+0	2.135E-10
1.870E+0	2.138E-10
1.880E+0	2.132E-10
1.890E+0	2.132E-10
1.900E+0	2.137E-10
1.910E+0	2.132E-10
1.920E+0	2.133E-10
1.930E+0	2.137E-10
1.940E+0	2.134E-10
1.950E+0	2.135E-10
1.960E+0	2.132E-10
1.970E+0	2.132E-10
1.980E+0	2.136E-10
1.990E+0	2.132E-10
2.000E+0	2.131E-10
2.010E+0	2.134E-10
2.020E+0	2.137E-10
2.030E+0	2.131E-10
2.040E+0	2.131E-10
2.050E+0	2.138E-10
2.060E+0	2.140E-10
2.070E+0	2.136E-10
2.080E+0	2.139E-10
2.090E+0	2.141E-10
2.100E+0	2.144E-10
2.110E+0	2.143E-10
2.120E+0	2.145E-10
2.130E+0	2.151E-10
2.140E+0	2.151E-10
2.150E+0	2.149E-10
2.160E+0	2.156E-10
2.170E+0	2.160E-10
2.180E+0	2.159E-10
2.190E+0	2.162E-10
2.200E+0	2.168E-10
2.210E+0	2.164E-10
2.220E+0	2.162E-10
2.230E+0	2.167E-10
2.240E+0	2.171E-10
2.250E+0	2.171E-10
2.260E+0	2.172E-10
2.270E+0	2.174E-10
2.280E+0	2.175E-10
2.290E+0	2.175E-10
2.300E+0	2.172E-10
2.310E+0	2.179E-10
2.320E+0	2.176E-10
2.330E+0	2.172E-10
2.340E+0	2.178E-10
2.350E+0	2.179E-10
2.360E+0	2.176E-10
2.370E+0	2.176E-10
2.380E+0	2.179E-10
2.390E+0	2.176E-10
2.400E+0	2.173E-10
2.410E+0	2.175E-10
2.420E+0	2.176E-10
2.430E+0	2.170E-10
2.440E+0	2.169E-10
2.450E+0	2.173E-10
2.460E+0	2.169E-10
2.470E+0	2.164E-10
2.480E+0	2.166E-10
2.490E+0	2.165E-10
2.500E+0	2.161E-10
2.510E+0	2.161E-10
2.520E+0	2.163E-10
2.530E+0	2.158E-10
2.540E+0	2.158E-10
2.550E+0	2.160E-10
2.560E+0	2.155E-10
2.570E+0	2.152E-10
2.580E+0	2.157E-10
2.590E+0	2.157E-10
2.600E+0	2.154E-10
2.610E+0	2.153E-10
2.620E+0	2.157E-10
2.630E+0	2.160E-10
2.640E+0	2.153E-10
2.650E+0	2.157E-10
2.660E+0	2.162E-10
2.670E+0	2.160E-10
2.680E+0	2.153E-10
2.690E+0	2.158E-10
2.700E+0	2.159E-10
2.710E+0	2.156E-10
2.720E+0	2.158E-10
2.730E+0	2.162E-10
2.740E+0	2.161E-10
2.750E+0	2.157E-10
2.760E+0	2.160E-10
2.770E+0	2.161E-10
2.780E+0	2.155E-10
2.790E+0	2.151E-10
2.800E+0	2.156E-10
2.810E+0	2.152E-10
2.820E+0	2.147E-10
2.830E+0	2.147E-10
2.840E+0	2.151E-10
2.850E+0	2.144E-10
2.860E+0	2.140E-10
2.870E+0	2.147E-10
2.880E+0	2.143E-10
2.890E+0	2.141E-10
2.900E+0	2.142E-10
2.910E+0	2.145E-10
2.920E+0	2.142E-10
2.930E+0	2.145E-10
2.940E+0	2.151E-10
2.950E+0	2.150E-10
2.960E+0	2.155E-10
2.970E+0	2.161E-10
2.980E+0	2.161E-10
2.990E+0	2.158E-10
3.000E+0	2.162E-10
3.010E+0	2.163E-10
3.020E+0	2.165E-10
3.030E+0	2.166E-10
3.040E+0	2.172E-10
3.050E+0	2.168E-10
3.060E+0	2.169E-10
3.070E+0	2.169E-10
3.080E+0	2.174E-10
3.090E+0	2.170E-10
3.100E+0	2.169E-10
3.110E+0	2.174E-10
3.120E+0	2.170E-10
3.130E+0	2.162E-10
3.140E+0	2.165E-10
3.150E+0	2.170E-10
3.160E+0	2.171E-10
3.170E+0	2.171E-10
3.180E+0	2.176E-10
3.190E+0	2.187E-10
3.200E+0	2.193E-10
3.210E+0	2.206E-10
3.220E+0	2.219E-10
3.230E+0	2.229E-10
3.240E+0	2.233E-10
3.250E+0	2.241E-10
3.260E+0	2.258E-10
3.270E+0	2.265E-10
3.280E+0	2.276E-10
3.290E+0	2.295E-10
3.300E+0	2.311E-10
3.310E+0	2.323E-10
3.320E+0	2.337E-10
3.330E+0	2.351E-10
3.340E+0	2.366E-10
3.350E+0	2.378E-10
3.360E+0	2.397E-10
3.370E+0	2.420E-10
3.380E+0	2.434E-10
3.390E+0	2.451E-10
3.400E+0	2.467E-10
3.410E+0	2.483E-10
3.420E+0	2.481E-10
3.430E+0	2.502E-10
3.440E+0	2.521E-10
3.450E+0	2.537E-10
3.460E+0	2.529E-10
3.470E+0	2.538E-10
3.480E+0	2.545E-10
3.490E+0	2.551E-10
3.500E+0	2.551E-10
3.510E+0	2.542E-10
3.520E+0	2.542E-10
3.530E+0	2.538E-10
3.540E+0	2.533E-10
3.550E+0	2.529E-10
3.560E+0	2.531E-10
3.570E+0	2.529E-10
3.580E+0	2.531E-10
3.590E+0	2.537E-10
3.600E+0	2.538E-10
3.610E+0	2.534E-10
3.620E+0	2.531E-10
3.630E+0	2.528E-10
3.640E+0	2.542E-10
3.650E+0	2.551E-10
3.660E+0	2.562E-10
3.670E+0	2.582E-10
3.680E+0	2.586E-10
3.690E+0	2.575E-10
3.700E+0	2.564E-10
3.710E+0	2.562E-10
3.720E+0	2.547E-10
3.730E+0	2.540E-10
3.740E+0	2.552E-10
3.750E+0	2.571E-10
3.760E+0	2.591E-10
3.770E+0	2.618E-10
3.780E+0	2.614E-10
3.790E+0	2.582E-10
3.800E+0	2.541E-10
3.810E+0	2.486E-10
3.820E+0	2.422E-10
3.830E+0	2.364E-10
3.840E+0	2.351E-10
3.850E+0	2.400E-10
3.860E+0	2.468E-10
3.870E+0	2.479E-10
3.880E+0	2.446E-10
3.890E+0	2.394E-10
3.900E+0	2.341E-10
3.910E+0	2.372E-10
3.920E+0	2.419E-10
3.930E+0	2.416E-10
3.940E+0	2.330E-10
3.950E+0	2.165E-10
3.960E+0	1.928E-10
3.970E+0	1.643E-10
3.980E+0	1.332E-10
3.990E+0	9.521E-11
4.000E+0	5.479E-11
4.010E+0	1.174E-11
4.020E+0	3.595E-13
4.030E+0	-1.930E-13
4.040E+0	-1.303E-13
4.050E+0	-1.455E-13
4.060E+0	-1.861E-13
4.070E+0	-1.859E-13
4.080E+0	-1.365E-13
4.090E+0	-1.387E-13
4.100E+0	-1.766E-13
4.110E+0	-1.709E-13
4.120E+0	-1.949E-13
4.130E+0	-1.641E-13
4.140E+0	-1.412E-13
4.150E+0	-1.436E-13
4.160E+0	-1.500E-13
4.170E+0	-1.520E-13
4.180E+0	-1.197E-13
4.190E+0	-8.974E-14
4.200E+0	-1.211E-13
4.210E+0	-1.758E-13
4.220E+0	-1.404E-13
4.230E+0	-1.182E-13
4.240E+0	-1.141E-13
4.250E+0	-1.188E-13
4.260E+0	-1.305E-13
4.270E+0	-6.412E-14
4.280E+0	-1.147E-13
4.290E+0	-1.447E-13
4.300E+0	-8.523E-14
