Measured on 11:11:17 06/12/2024
Operated by: 	Ennio Kristof
Comments: 	 
Projectile: 	 Ar

Energy (V): 	4000.000
Extractor (%): 	96.000
Focus 1 (%): 	67.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	-500.000
Comments: 	 2 grid retar, no grid big diameter supp.

Wien voltage (V): 	135.400

Sweep start (kV): 	0.000
Sweep end (kV): 	4.200
Sweep step (V): 	50.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
0.000E+0	2.442E-10
5.000E-2	2.444E-10
1.000E-1	2.448E-10
1.500E-1	2.446E-10
2.000E-1	2.447E-10
2.500E-1	2.449E-10
3.000E-1	2.447E-10
3.500E-1	2.449E-10
4.000E-1	2.449E-10
4.500E-1	2.449E-10
5.000E-1	2.447E-10
5.500E-1	2.449E-10
6.000E-1	2.450E-10
6.500E-1	2.451E-10
7.000E-1	2.455E-10
7.500E-1	2.474E-10
8.000E-1	2.576E-10
8.500E-1	2.776E-10
9.000E-1	3.048E-10
9.500E-1	3.319E-10
1.000E+0	3.534E-10
1.050E+0	3.696E-10
1.100E+0	3.826E-10
1.150E+0	3.938E-10
1.200E+0	4.022E-10
1.250E+0	4.093E-10
1.300E+0	4.150E-10
1.350E+0	4.192E-10
1.400E+0	4.223E-10
1.450E+0	4.258E-10
1.500E+0	4.292E-10
1.550E+0	4.332E-10
1.600E+0	4.376E-10
1.650E+0	4.408E-10
1.700E+0	4.442E-10
1.750E+0	4.480E-10
1.800E+0	4.509E-10
1.850E+0	4.533E-10
1.900E+0	4.557E-10
1.950E+0	4.591E-10
2.000E+0	4.613E-10
2.050E+0	4.641E-10
2.100E+0	4.675E-10
2.150E+0	4.709E-10
2.200E+0	4.741E-10
2.250E+0	4.778E-10
2.300E+0	4.815E-10
2.350E+0	4.851E-10
2.400E+0	4.891E-10
2.450E+0	4.941E-10
2.500E+0	4.980E-10
2.550E+0	5.019E-10
2.600E+0	5.059E-10
2.650E+0	5.106E-10
2.700E+0	5.140E-10
2.750E+0	5.175E-10
2.800E+0	5.213E-10
2.850E+0	5.247E-10
2.900E+0	5.275E-10
2.950E+0	5.304E-10
3.000E+0	5.340E-10
3.050E+0	5.367E-10
3.100E+0	5.400E-10
3.150E+0	5.438E-10
3.200E+0	5.484E-10
3.250E+0	5.532E-10
3.300E+0	5.576E-10
3.350E+0	5.626E-10
3.400E+0	5.676E-10
3.450E+0	5.724E-10
3.500E+0	5.788E-10
3.550E+0	5.850E-10
3.600E+0	5.911E-10
3.650E+0	5.985E-10
3.700E+0	6.057E-10
3.750E+0	6.142E-10
3.800E+0	6.237E-10
3.850E+0	6.366E-10
3.900E+0	6.556E-10
3.950E+0	6.374E-10
4.000E+0	4.577E-10
4.050E+0	1.653E-10
4.100E+0	-3.512E-11
4.150E+0	-3.546E-11
4.200E+0	-3.461E-11
