Measured on 10:46:57 29/11/2024
Operated by: 	 Ennio, Kristof 
Comments: 	 
Projectile: 	 Ar

Energy (V): 	4000.000
Extractor (%): 	96.000
Focus 1 (%): 	67.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	-142.000
Comments: 	 2 retarding grids, suppr no grid small diameter

Wien voltage (V): 	135.400

Sweep start (kV): 	0.000
Sweep end (kV): 	4.200
Sweep step (V): 	10.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
0.000E+0	2.697E-10
1.000E-2	2.694E-10
2.000E-2	2.693E-10
3.000E-2	2.695E-10
4.000E-2	2.692E-10
5.000E-2	2.687E-10
6.000E-2	2.689E-10
7.000E-2	2.686E-10
8.000E-2	2.681E-10
9.000E-2	2.681E-10
1.000E-1	2.678E-10
1.100E-1	2.678E-10
1.200E-1	2.675E-10
1.300E-1	2.678E-10
1.400E-1	2.674E-10
1.500E-1	2.672E-10
1.600E-1	2.665E-10
1.700E-1	2.668E-10
1.800E-1	2.661E-10
1.900E-1	2.662E-10
2.000E-1	2.663E-10
2.100E-1	2.662E-10
2.200E-1	2.663E-10
2.300E-1	2.654E-10
2.400E-1	2.656E-10
2.500E-1	2.654E-10
2.600E-1	2.651E-10
2.700E-1	2.651E-10
2.800E-1	2.647E-10
2.900E-1	2.645E-10
3.000E-1	2.643E-10
3.100E-1	2.638E-10
3.200E-1	2.639E-10
3.300E-1	2.636E-10
3.400E-1	2.634E-10
3.500E-1	2.635E-10
3.600E-1	2.632E-10
3.700E-1	2.630E-10
3.800E-1	2.628E-10
3.900E-1	2.623E-10
4.000E-1	2.620E-10
4.100E-1	2.624E-10
4.200E-1	2.618E-10
4.300E-1	2.620E-10
4.400E-1	2.615E-10
4.500E-1	2.615E-10
4.600E-1	2.611E-10
4.700E-1	2.608E-10
4.800E-1	2.605E-10
4.900E-1	2.603E-10
5.000E-1	2.606E-10
5.100E-1	2.599E-10
5.200E-1	2.595E-10
5.300E-1	2.599E-10
5.400E-1	2.597E-10
5.500E-1	2.594E-10
5.600E-1	2.589E-10
5.700E-1	2.588E-10
5.800E-1	2.586E-10
5.900E-1	2.581E-10
6.000E-1	2.583E-10
6.100E-1	2.577E-10
6.200E-1	2.575E-10
6.300E-1	2.572E-10
6.400E-1	2.571E-10
6.500E-1	2.566E-10
6.600E-1	2.567E-10
6.700E-1	2.567E-10
6.800E-1	2.563E-10
6.900E-1	2.562E-10
7.000E-1	2.558E-10
7.100E-1	2.560E-10
7.200E-1	2.556E-10
7.300E-1	2.554E-10
7.400E-1	2.554E-10
7.500E-1	2.555E-10
7.600E-1	2.551E-10
7.700E-1	2.548E-10
7.800E-1	2.544E-10
7.900E-1	2.542E-10
8.000E-1	2.543E-10
8.100E-1	2.540E-10
8.200E-1	2.543E-10
8.300E-1	2.533E-10
8.400E-1	2.533E-10
8.500E-1	2.533E-10
8.600E-1	2.530E-10
8.700E-1	2.530E-10
8.800E-1	2.528E-10
8.900E-1	2.523E-10
9.000E-1	2.525E-10
9.100E-1	2.524E-10
9.200E-1	2.517E-10
9.300E-1	2.517E-10
9.400E-1	2.517E-10
9.500E-1	2.514E-10
9.600E-1	2.512E-10
9.700E-1	2.507E-10
9.800E-1	2.507E-10
9.900E-1	2.508E-10
1.000E+0	2.499E-10
1.010E+0	2.503E-10
1.020E+0	2.499E-10
1.030E+0	2.495E-10
1.040E+0	2.493E-10
1.050E+0	2.495E-10
1.060E+0	2.492E-10
1.070E+0	2.489E-10
1.080E+0	2.486E-10
1.090E+0	2.484E-10
1.100E+0	2.481E-10
1.110E+0	2.480E-10
1.120E+0	2.478E-10
1.130E+0	2.478E-10
1.140E+0	2.472E-10
1.150E+0	2.470E-10
1.160E+0	2.471E-10
1.170E+0	2.469E-10
1.180E+0	2.461E-10
1.190E+0	2.459E-10
1.200E+0	2.457E-10
1.210E+0	2.457E-10
1.220E+0	2.455E-10
1.230E+0	2.450E-10
1.240E+0	2.452E-10
1.250E+0	2.445E-10
1.260E+0	2.439E-10
1.270E+0	2.442E-10
1.280E+0	2.439E-10
1.290E+0	2.440E-10
1.300E+0	2.437E-10
1.310E+0	2.437E-10
1.320E+0	2.437E-10
1.330E+0	2.434E-10
1.340E+0	2.436E-10
1.350E+0	2.432E-10
1.360E+0	2.429E-10
1.370E+0	2.429E-10
1.380E+0	2.431E-10
1.390E+0	2.433E-10
1.400E+0	2.433E-10
1.410E+0	2.437E-10
1.420E+0	2.441E-10
1.430E+0	2.444E-10
1.440E+0	2.451E-10
1.450E+0	2.454E-10
1.460E+0	2.460E-10
1.470E+0	2.469E-10
1.480E+0	2.478E-10
1.490E+0	2.490E-10
1.500E+0	2.499E-10
1.510E+0	2.508E-10
1.520E+0	2.521E-10
1.530E+0	2.531E-10
1.540E+0	2.538E-10
1.550E+0	2.551E-10
1.560E+0	2.565E-10
1.570E+0	2.586E-10
1.580E+0	2.601E-10
1.590E+0	2.609E-10
1.600E+0	2.633E-10
1.610E+0	2.648E-10
1.620E+0	2.669E-10
1.630E+0	2.686E-10
1.640E+0	2.706E-10
1.650E+0	2.722E-10
1.660E+0	2.739E-10
1.670E+0	2.756E-10
1.680E+0	2.774E-10
1.690E+0	2.790E-10
1.700E+0	2.809E-10
1.710E+0	2.825E-10
1.720E+0	2.842E-10
1.730E+0	2.854E-10
1.740E+0	2.865E-10
1.750E+0	2.878E-10
1.760E+0	2.892E-10
1.770E+0	2.903E-10
1.780E+0	2.926E-10
1.790E+0	2.941E-10
1.800E+0	2.957E-10
1.810E+0	2.977E-10
1.820E+0	2.994E-10
1.830E+0	3.014E-10
1.840E+0	3.030E-10
1.850E+0	3.050E-10
1.860E+0	3.072E-10
1.870E+0	3.093E-10
1.880E+0	3.111E-10
1.890E+0	3.141E-10
1.900E+0	3.155E-10
1.910E+0	3.180E-10
1.920E+0	3.206E-10
1.930E+0	3.226E-10
1.940E+0	3.244E-10
1.950E+0	3.266E-10
1.960E+0	3.291E-10
1.970E+0	3.308E-10
1.980E+0	3.333E-10
1.990E+0	3.351E-10
2.000E+0	3.371E-10
2.010E+0	3.381E-10
2.020E+0	3.393E-10
2.030E+0	3.405E-10
2.040E+0	3.422E-10
2.050E+0	3.443E-10
2.060E+0	3.453E-10
2.070E+0	3.463E-10
2.080E+0	3.480E-10
2.090E+0	3.490E-10
2.100E+0	3.504E-10
2.110E+0	3.513E-10
2.120E+0	3.526E-10
2.130E+0	3.538E-10
2.140E+0	3.560E-10
2.150E+0	3.575E-10
2.160E+0	3.593E-10
2.170E+0	3.612E-10
2.180E+0	3.626E-10
2.190E+0	3.625E-10
2.200E+0	3.641E-10
2.210E+0	3.645E-10
2.220E+0	3.662E-10
2.230E+0	3.672E-10
2.240E+0	3.692E-10
2.250E+0	3.706E-10
2.260E+0	3.717E-10
2.270E+0	3.733E-10
2.280E+0	3.742E-10
2.290E+0	3.761E-10
2.300E+0	3.775E-10
2.310E+0	3.797E-10
2.320E+0	3.807E-10
2.330E+0	3.816E-10
2.340E+0	3.817E-10
2.350E+0	3.831E-10
2.360E+0	3.844E-10
2.370E+0	3.848E-10
2.380E+0	3.862E-10
2.390E+0	3.869E-10
2.400E+0	3.875E-10
2.410E+0	3.883E-10
2.420E+0	3.900E-10
2.430E+0	3.913E-10
2.440E+0	3.916E-10
2.450E+0	3.916E-10
2.460E+0	3.929E-10
2.470E+0	3.924E-10
2.480E+0	3.926E-10
2.490E+0	3.932E-10
2.500E+0	3.932E-10
2.510E+0	3.948E-10
2.520E+0	3.945E-10
2.530E+0	3.954E-10
2.540E+0	3.956E-10
2.550E+0	3.967E-10
2.560E+0	3.972E-10
2.570E+0	3.987E-10
2.580E+0	3.996E-10
2.590E+0	4.005E-10
2.600E+0	4.014E-10
2.610E+0	4.012E-10
2.620E+0	4.010E-10
2.630E+0	4.012E-10
2.640E+0	4.015E-10
2.650E+0	4.022E-10
2.660E+0	4.025E-10
2.670E+0	4.039E-10
2.680E+0	4.034E-10
2.690E+0	4.031E-10
2.700E+0	4.034E-10
2.710E+0	4.044E-10
2.720E+0	4.050E-10
2.730E+0	4.046E-10
2.740E+0	4.038E-10
2.750E+0	4.050E-10
2.760E+0	4.060E-10
2.770E+0	4.053E-10
2.780E+0	4.062E-10
2.790E+0	4.078E-10
2.800E+0	4.090E-10
2.810E+0	4.093E-10
2.820E+0	4.097E-10
2.830E+0	4.105E-10
2.840E+0	4.098E-10
2.850E+0	4.093E-10
2.860E+0	4.094E-10
2.870E+0	4.097E-10
2.880E+0	4.095E-10
2.890E+0	4.105E-10
2.900E+0	4.104E-10
2.910E+0	4.110E-10
2.920E+0	4.119E-10
2.930E+0	4.111E-10
2.940E+0	4.126E-10
2.950E+0	4.135E-10
2.960E+0	4.133E-10
2.970E+0	4.145E-10
2.980E+0	4.149E-10
2.990E+0	4.158E-10
3.000E+0	4.168E-10
3.010E+0	4.171E-10
3.020E+0	4.178E-10
3.030E+0	4.185E-10
3.040E+0	4.188E-10
3.050E+0	4.194E-10
3.060E+0	4.200E-10
3.070E+0	4.198E-10
3.080E+0	4.192E-10
3.090E+0	4.185E-10
3.100E+0	4.175E-10
3.110E+0	4.174E-10
3.120E+0	4.151E-10
3.130E+0	4.148E-10
3.140E+0	4.142E-10
3.150E+0	4.137E-10
3.160E+0	4.156E-10
3.170E+0	4.158E-10
3.180E+0	4.161E-10
3.190E+0	4.166E-10
3.200E+0	4.185E-10
3.210E+0	4.194E-10
3.220E+0	4.190E-10
3.230E+0	4.189E-10
3.240E+0	4.210E-10
3.250E+0	4.225E-10
3.260E+0	4.229E-10
3.270E+0	4.243E-10
3.280E+0	4.254E-10
3.290E+0	4.269E-10
3.300E+0	4.287E-10
3.310E+0	4.317E-10
3.320E+0	4.336E-10
3.330E+0	4.337E-10
3.340E+0	4.373E-10
3.350E+0	4.401E-10
3.360E+0	4.417E-10
3.370E+0	4.427E-10
3.380E+0	4.443E-10
3.390E+0	4.476E-10
3.400E+0	4.494E-10
3.410E+0	4.520E-10
3.420E+0	4.565E-10
3.430E+0	4.593E-10
3.440E+0	4.608E-10
3.450E+0	4.622E-10
3.460E+0	4.662E-10
3.470E+0	4.675E-10
3.480E+0	4.700E-10
3.490E+0	4.740E-10
3.500E+0	4.742E-10
3.510E+0	4.759E-10
3.520E+0	4.783E-10
3.530E+0	4.827E-10
3.540E+0	4.832E-10
3.550E+0	4.855E-10
3.560E+0	4.875E-10
3.570E+0	4.895E-10
3.580E+0	4.883E-10
3.590E+0	4.894E-10
3.600E+0	4.904E-10
3.610E+0	4.902E-10
3.620E+0	4.906E-10
3.630E+0	4.913E-10
3.640E+0	4.903E-10
3.650E+0	4.926E-10
3.660E+0	4.917E-10
3.670E+0	4.933E-10
3.680E+0	4.920E-10
3.690E+0	4.947E-10
3.700E+0	4.939E-10
3.710E+0	4.972E-10
3.720E+0	4.969E-10
3.730E+0	5.011E-10
3.740E+0	5.015E-10
3.750E+0	5.022E-10
3.760E+0	5.040E-10
3.770E+0	5.039E-10
3.780E+0	5.005E-10
3.790E+0	4.990E-10
3.800E+0	4.925E-10
3.810E+0	4.832E-10
3.820E+0	4.719E-10
3.830E+0	4.553E-10
3.840E+0	4.366E-10
3.850E+0	4.152E-10
3.860E+0	3.946E-10
3.870E+0	3.700E-10
3.880E+0	3.449E-10
3.890E+0	3.211E-10
3.900E+0	3.002E-10
3.910E+0	2.855E-10
3.920E+0	2.721E-10
3.930E+0	2.595E-10
3.940E+0	2.493E-10
3.950E+0	2.362E-10
3.960E+0	2.177E-10
3.970E+0	1.941E-10
3.980E+0	1.644E-10
3.990E+0	1.252E-10
4.000E+0	7.956E-11
4.010E+0	1.226E-11
4.020E+0	-2.178E-11
4.030E+0	-2.218E-11
4.040E+0	-2.223E-11
4.050E+0	-2.201E-11
4.060E+0	-2.183E-11
4.070E+0	-2.158E-11
4.080E+0	-2.152E-11
4.090E+0	-2.140E-11
4.100E+0	-2.118E-11
4.110E+0	-2.064E-11
4.120E+0	-2.026E-11
4.130E+0	-1.996E-11
4.140E+0	-1.984E-11
4.150E+0	-1.976E-11
4.160E+0	-1.984E-11
4.170E+0	-1.982E-11
4.180E+0	-1.984E-11
4.190E+0	-2.002E-11
4.200E+0	-2.004E-11
