Measured on 14:19:43 29/11/2024
Operated by: 	 Ennio, Kristof 
Comments: 	 
Projectile: 	 Ar

Energy (V): 	2000.000
Extractor (%): 	98.000
Focus 1 (%): 	67.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	0.000
Comments: 	 2 retarding grids, suppr no grid small diameter

Wien voltage (V): 	97.700

Sweep start (kV): 	0.000
Sweep end (kV): 	2.200
Sweep step (V): 	25.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
0.000E+0	1.951E-10
2.500E-2	2.006E-10
5.000E-2	2.032E-10
7.500E-2	2.053E-10
1.000E-1	2.065E-10
1.250E-1	2.082E-10
1.500E-1	2.091E-10
1.750E-1	2.099E-10
2.000E-1	2.108E-10
2.250E-1	2.125E-10
2.500E-1	2.142E-10
2.750E-1	2.167E-10
3.000E-1	2.188E-10
3.250E-1	2.201E-10
3.500E-1	2.201E-10
3.750E-1	2.209E-10
4.000E-1	2.232E-10
4.250E-1	2.246E-10
4.500E-1	2.265E-10
4.750E-1	2.287E-10
5.000E-1	2.306E-10
5.250E-1	2.312E-10
5.500E-1	2.318E-10
5.750E-1	2.331E-10
6.000E-1	2.338E-10
6.250E-1	2.348E-10
6.500E-1	2.363E-10
6.750E-1	2.374E-10
7.000E-1	2.384E-10
7.250E-1	2.406E-10
7.500E-1	2.426E-10
7.750E-1	2.431E-10
8.000E-1	2.436E-10
8.250E-1	2.440E-10
8.500E-1	2.441E-10
8.750E-1	2.457E-10
9.000E-1	2.462E-10
9.250E-1	2.472E-10
9.500E-1	2.486E-10
9.750E-1	2.492E-10
1.000E+0	2.512E-10
1.025E+0	2.528E-10
1.050E+0	2.534E-10
1.075E+0	2.537E-10
1.100E+0	2.546E-10
1.125E+0	2.557E-10
1.150E+0	2.571E-10
1.175E+0	2.571E-10
1.200E+0	2.577E-10
1.225E+0	2.575E-10
1.250E+0	2.578E-10
1.275E+0	2.577E-10
1.300E+0	2.589E-10
1.325E+0	2.593E-10
1.350E+0	2.595E-10
1.375E+0	2.592E-10
1.400E+0	2.585E-10
1.425E+0	2.570E-10
1.450E+0	2.565E-10
1.475E+0	2.565E-10
1.500E+0	2.563E-10
1.525E+0	2.575E-10
1.550E+0	2.588E-10
1.575E+0	2.600E-10
1.600E+0	2.615E-10
1.625E+0	2.660E-10
1.650E+0	2.718E-10
1.675E+0	2.806E-10
1.700E+0	2.911E-10
1.725E+0	3.006E-10
1.750E+0	3.120E-10
1.775E+0	3.246E-10
1.800E+0	3.361E-10
1.825E+0	3.450E-10
1.850E+0	3.511E-10
1.875E+0	3.573E-10
1.900E+0	3.614E-10
1.925E+0	3.595E-10
1.950E+0	3.299E-10
1.975E+0	2.914E-10
2.000E+0	2.486E-10
2.025E+0	9.906E-11
2.050E+0	-1.030E-11
2.075E+0	-1.038E-11
2.100E+0	-1.035E-11
2.125E+0	-1.047E-11
2.150E+0	-1.065E-11
2.175E+0	-1.086E-11
2.200E+0	-1.100E-11
