Measured on 12:22:48 29/11/2024
Operated by: 	 Ennio, Kristof 
Comments: 	 
Projectile: 	 Ar

Energy (V): 	4000.000
Extractor (%): 	96.000
Focus 1 (%): 	67.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	-500.000
Comments: 	 2 retarding grids, suppr no grid small diameter

Wien voltage (V): 	135.400

Sweep start (kV): 	0.000
Sweep end (kV): 	4.200
Sweep step (V): 	50.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
0.000E+0	2.807E-10
5.000E-2	2.799E-10
1.000E-1	2.790E-10
1.500E-1	2.774E-10
2.000E-1	2.763E-10
2.500E-1	2.759E-10
3.000E-1	2.749E-10
3.500E-1	2.738E-10
4.000E-1	2.728E-10
4.500E-1	2.718E-10
5.000E-1	2.709E-10
5.500E-1	2.694E-10
6.000E-1	2.683E-10
6.500E-1	2.674E-10
7.000E-1	2.666E-10
7.500E-1	2.656E-10
8.000E-1	2.644E-10
8.500E-1	2.630E-10
9.000E-1	2.619E-10
9.500E-1	2.609E-10
1.000E+0	2.598E-10
1.050E+0	2.584E-10
1.100E+0	2.573E-10
1.150E+0	2.557E-10
1.200E+0	2.543E-10
1.250E+0	2.534E-10
1.300E+0	2.519E-10
1.350E+0	2.503E-10
1.400E+0	2.485E-10
1.450E+0	2.469E-10
1.500E+0	2.455E-10
1.550E+0	2.441E-10
1.600E+0	2.423E-10
1.650E+0	2.413E-10
1.700E+0	2.395E-10
1.750E+0	2.383E-10
1.800E+0	2.370E-10
1.850E+0	2.359E-10
1.900E+0	2.345E-10
1.950E+0	2.332E-10
2.000E+0	2.323E-10
2.050E+0	2.307E-10
2.100E+0	2.288E-10
2.150E+0	2.276E-10
2.200E+0	2.260E-10
2.250E+0	2.238E-10
2.300E+0	2.219E-10
2.350E+0	2.198E-10
2.400E+0	2.176E-10
2.450E+0	2.151E-10
2.500E+0	2.128E-10
2.550E+0	2.103E-10
2.600E+0	2.083E-10
2.650E+0	2.063E-10
2.700E+0	2.037E-10
2.750E+0	2.021E-10
2.800E+0	2.002E-10
2.850E+0	1.984E-10
2.900E+0	1.969E-10
2.950E+0	1.961E-10
3.000E+0	1.953E-10
3.050E+0	1.935E-10
3.100E+0	1.876E-10
3.150E+0	1.845E-10
3.200E+0	1.847E-10
3.250E+0	1.856E-10
3.300E+0	1.877E-10
3.350E+0	1.907E-10
3.400E+0	1.939E-10
3.450E+0	1.977E-10
3.500E+0	2.011E-10
3.550E+0	2.041E-10
3.600E+0	2.048E-10
3.650E+0	2.033E-10
3.700E+0	2.020E-10
3.750E+0	2.003E-10
3.800E+0	1.894E-10
3.850E+0	1.610E-10
3.900E+0	1.273E-10
3.950E+0	1.060E-10
4.000E+0	4.503E-11
4.050E+0	-1.008E-12
4.100E+0	-1.209E-12
4.150E+0	-1.190E-12
4.200E+0	-1.209E-12
