Measured on 14:49:46 29/11/2024
Operated by: 	 Ennio, Kristof 
Comments: 	 
Projectile: 	 Ar

Energy (V): 	4000.000
Extractor (%): 	96.000
Focus 1 (%): 	67.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	-50.000
Comments: 	 2 retarding grids, suppr no grid small diameter

Wien voltage (V): 	135.400

Sweep start (kV): 	0.000
Sweep end (kV): 	4.200
Sweep step (V): 	50.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
0.000E+0	2.770E-10
5.000E-2	2.764E-10
1.000E-1	2.762E-10
1.500E-1	2.757E-10
2.000E-1	2.749E-10
2.500E-1	2.740E-10
3.000E-1	2.739E-10
3.500E-1	2.738E-10
4.000E-1	2.742E-10
4.500E-1	2.780E-10
5.000E-1	2.874E-10
5.500E-1	3.036E-10
6.000E-1	3.233E-10
6.500E-1	3.449E-10
7.000E-1	3.649E-10
7.500E-1	3.800E-10
8.000E-1	3.905E-10
8.500E-1	4.003E-10
9.000E-1	4.094E-10
9.500E-1	4.179E-10
1.000E+0	4.230E-10
1.050E+0	4.277E-10
1.100E+0	4.318E-10
1.150E+0	4.361E-10
1.200E+0	4.395E-10
1.250E+0	4.426E-10
1.300E+0	4.468E-10
1.350E+0	4.495E-10
1.400E+0	4.525E-10
1.450E+0	4.549E-10
1.500E+0	4.571E-10
1.550E+0	4.582E-10
1.600E+0	4.589E-10
1.650E+0	4.623E-10
1.700E+0	4.704E-10
1.750E+0	4.723E-10
1.800E+0	4.738E-10
1.850E+0	4.764E-10
1.900E+0	4.783E-10
1.950E+0	4.800E-10
2.000E+0	4.830E-10
2.050E+0	4.872E-10
2.100E+0	4.912E-10
2.150E+0	4.935E-10
2.200E+0	4.946E-10
2.250E+0	4.970E-10
2.300E+0	4.970E-10
2.350E+0	4.960E-10
2.400E+0	4.961E-10
2.450E+0	4.952E-10
2.500E+0	4.950E-10
2.550E+0	4.938E-10
2.600E+0	4.936E-10
2.650E+0	4.918E-10
2.700E+0	4.911E-10
2.750E+0	4.915E-10
2.800E+0	4.926E-10
2.850E+0	4.966E-10
2.900E+0	4.980E-10
2.950E+0	4.991E-10
3.000E+0	5.033E-10
3.050E+0	5.074E-10
3.100E+0	5.095E-10
3.150E+0	5.083E-10
3.200E+0	5.152E-10
3.250E+0	5.286E-10
3.300E+0	5.438E-10
3.350E+0	5.626E-10
3.400E+0	5.810E-10
3.450E+0	6.027E-10
3.500E+0	6.255E-10
3.550E+0	6.462E-10
3.600E+0	6.592E-10
3.650E+0	6.635E-10
3.700E+0	6.646E-10
3.750E+0	6.673E-10
3.800E+0	6.428E-10
3.850E+0	5.614E-10
3.900E+0	4.520E-10
3.950E+0	3.586E-10
4.000E+0	1.157E-10
4.050E+0	-2.794E-11
4.100E+0	-2.808E-11
4.150E+0	-2.661E-11
4.200E+0	-2.742E-11
