Measured on 12:20:10 29/11/2024
Operated by: 	 Ennio, Kristof 
Comments: 	 
Projectile: 	 Ar

Energy (V): 	4000.000
Extractor (%): 	96.000
Focus 1 (%): 	67.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	-450.000
Comments: 	 2 retarding grids, suppr no grid small diameter

Wien voltage (V): 	135.400

Sweep start (kV): 	0.000
Sweep end (kV): 	4.200
Sweep step (V): 	50.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
0.000E+0	2.745E-10
5.000E-2	2.734E-10
1.000E-1	2.785E-10
1.500E-1	2.796E-10
2.000E-1	2.763E-10
2.500E-1	2.755E-10
3.000E-1	2.742E-10
3.500E-1	2.733E-10
4.000E-1	2.723E-10
4.500E-1	2.714E-10
5.000E-1	2.701E-10
5.500E-1	2.691E-10
6.000E-1	2.681E-10
6.500E-1	2.670E-10
7.000E-1	2.656E-10
7.500E-1	2.649E-10
8.000E-1	2.642E-10
8.500E-1	2.631E-10
9.000E-1	2.617E-10
9.500E-1	2.606E-10
1.000E+0	2.595E-10
1.050E+0	2.582E-10
1.100E+0	2.570E-10
1.150E+0	2.558E-10
1.200E+0	2.546E-10
1.250E+0	2.531E-10
1.300E+0	2.520E-10
1.350E+0	2.507E-10
1.400E+0	2.490E-10
1.450E+0	2.473E-10
1.500E+0	2.459E-10
1.550E+0	2.446E-10
1.600E+0	2.427E-10
1.650E+0	2.417E-10
1.700E+0	2.404E-10
1.750E+0	2.388E-10
1.800E+0	2.373E-10
1.850E+0	2.358E-10
1.900E+0	2.347E-10
1.950E+0	2.338E-10
2.000E+0	2.325E-10
2.050E+0	2.309E-10
2.100E+0	2.294E-10
2.150E+0	2.278E-10
2.200E+0	2.257E-10
2.250E+0	2.239E-10
2.300E+0	2.217E-10
2.350E+0	2.197E-10
2.400E+0	2.176E-10
2.450E+0	2.152E-10
2.500E+0	2.127E-10
2.550E+0	2.106E-10
2.600E+0	2.084E-10
2.650E+0	2.062E-10
2.700E+0	2.043E-10
2.750E+0	2.020E-10
2.800E+0	2.006E-10
2.850E+0	1.990E-10
2.900E+0	1.981E-10
2.950E+0	1.970E-10
3.000E+0	1.961E-10
3.050E+0	1.938E-10
3.100E+0	1.881E-10
3.150E+0	1.842E-10
3.200E+0	1.843E-10
3.250E+0	1.858E-10
3.300E+0	1.876E-10
3.350E+0	1.906E-10
3.400E+0	1.931E-10
3.450E+0	1.965E-10
3.500E+0	2.003E-10
3.550E+0	2.037E-10
3.600E+0	2.044E-10
3.650E+0	2.037E-10
3.700E+0	2.031E-10
3.750E+0	2.010E-10
3.800E+0	1.891E-10
3.850E+0	1.606E-10
3.900E+0	1.260E-10
3.950E+0	1.044E-10
4.000E+0	4.472E-11
4.050E+0	-1.473E-12
4.100E+0	-1.435E-12
4.150E+0	-1.578E-12
4.200E+0	-1.608E-12
