Measured on 14:02:49 29/11/2024
Operated by: 	 Ennio, Kristof 
Comments: 	 
Projectile: 	 Ar

Energy (V): 	2000.000
Extractor (%): 	98.000
Focus 1 (%): 	67.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	-100.000
Comments: 	 2 retarding grids, suppr no grid small diameter

Wien voltage (V): 	97.700

Sweep start (kV): 	0.000
Sweep end (kV): 	2.200
Sweep step (V): 	25.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
0.000E+0	1.900E-10
2.500E-2	1.900E-10
5.000E-2	1.897E-10
7.500E-2	1.896E-10
1.000E-1	1.899E-10
1.250E-1	1.900E-10
1.500E-1	1.897E-10
1.750E-1	1.897E-10
2.000E-1	1.898E-10
2.250E-1	1.895E-10
2.500E-1	1.895E-10
2.750E-1	1.895E-10
3.000E-1	1.894E-10
3.250E-1	1.898E-10
3.500E-1	1.891E-10
3.750E-1	1.891E-10
4.000E-1	1.892E-10
4.250E-1	1.887E-10
4.500E-1	1.888E-10
4.750E-1	1.884E-10
5.000E-1	1.891E-10
5.250E-1	1.884E-10
5.500E-1	1.882E-10
5.750E-1	1.881E-10
6.000E-1	1.878E-10
6.250E-1	1.872E-10
6.500E-1	1.870E-10
6.750E-1	1.868E-10
7.000E-1	1.863E-10
7.250E-1	1.859E-10
7.500E-1	1.854E-10
7.750E-1	1.851E-10
8.000E-1	1.848E-10
8.250E-1	1.843E-10
8.500E-1	1.845E-10
8.750E-1	1.841E-10
9.000E-1	1.839E-10
9.250E-1	1.835E-10
9.500E-1	1.839E-10
9.750E-1	1.835E-10
1.000E+0	1.838E-10
1.025E+0	1.841E-10
1.050E+0	1.847E-10
1.075E+0	1.860E-10
1.100E+0	1.867E-10
1.125E+0	1.879E-10
1.150E+0	1.899E-10
1.175E+0	1.912E-10
1.200E+0	1.927E-10
1.225E+0	1.951E-10
1.250E+0	1.970E-10
1.275E+0	1.983E-10
1.300E+0	1.998E-10
1.325E+0	2.021E-10
1.350E+0	2.037E-10
1.375E+0	2.042E-10
1.400E+0	2.060E-10
1.425E+0	2.067E-10
1.450E+0	2.073E-10
1.475E+0	2.074E-10
1.500E+0	2.075E-10
1.525E+0	2.084E-10
1.550E+0	2.089E-10
1.575E+0	2.093E-10
1.600E+0	2.116E-10
1.625E+0	2.134E-10
1.650E+0	2.172E-10
1.675E+0	2.226E-10
1.700E+0	2.293E-10
1.725E+0	2.375E-10
1.750E+0	2.463E-10
1.775E+0	2.557E-10
1.800E+0	2.659E-10
1.825E+0	2.744E-10
1.850E+0	2.800E-10
1.875E+0	2.851E-10
1.900E+0	2.904E-10
1.925E+0	2.933E-10
1.950E+0	2.792E-10
1.975E+0	2.423E-10
2.000E+0	1.994E-10
2.025E+0	8.572E-11
2.050E+0	-9.012E-12
2.075E+0	-9.115E-12
2.100E+0	-9.112E-12
2.125E+0	-9.287E-12
2.150E+0	-9.614E-12
2.175E+0	-9.737E-12
2.200E+0	-9.875E-12
