Measured on 11:14:51 29/11/2024
Operated by: 	 Ennio, Kristof 
Comments: 	 
Projectile: 	 Ar

Energy (V): 	4000.000
Extractor (%): 	96.000
Focus 1 (%): 	67.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	-148.000
Comments: 	 2 retarding grids, suppr no grid small diameter

Wien voltage (V): 	135.400

Sweep start (kV): 	3.500
Sweep end (kV): 	4.200
Sweep step (V): 	1.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
3.500E+0	8.272E-10
3.501E+0	4.604E-10
3.502E+0	4.624E-10
3.503E+0	4.624E-10
3.504E+0	4.636E-10
3.505E+0	4.653E-10
3.506E+0	4.665E-10
3.507E+0	4.664E-10
3.508E+0	4.653E-10
3.509E+0	4.677E-10
3.510E+0	4.688E-10
3.511E+0	4.681E-10
3.512E+0	4.709E-10
3.513E+0	4.688E-10
3.514E+0	4.701E-10
3.515E+0	4.701E-10
3.516E+0	4.694E-10
3.517E+0	4.718E-10
3.518E+0	4.704E-10
3.519E+0	4.707E-10
3.520E+0	4.708E-10
3.521E+0	4.719E-10
3.522E+0	4.715E-10
3.523E+0	4.718E-10
3.524E+0	4.716E-10
3.525E+0	4.713E-10
3.526E+0	4.722E-10
3.527E+0	4.716E-10
3.528E+0	4.708E-10
3.529E+0	4.728E-10
3.530E+0	4.728E-10
3.531E+0	4.716E-10
3.532E+0	4.740E-10
3.533E+0	4.745E-10
3.534E+0	4.743E-10
3.535E+0	4.734E-10
3.536E+0	4.736E-10
3.537E+0	4.736E-10
3.538E+0	4.744E-10
3.539E+0	4.746E-10
3.540E+0	4.761E-10
3.541E+0	4.761E-10
3.542E+0	4.752E-10
3.543E+0	4.761E-10
3.544E+0	4.745E-10
3.545E+0	4.753E-10
3.546E+0	4.758E-10
3.547E+0	4.744E-10
3.548E+0	4.756E-10
3.549E+0	4.756E-10
3.550E+0	4.770E-10
3.551E+0	4.766E-10
3.552E+0	4.755E-10
3.553E+0	4.776E-10
3.554E+0	4.766E-10
3.555E+0	4.765E-10
3.556E+0	4.771E-10
3.557E+0	4.777E-10
3.558E+0	4.760E-10
3.559E+0	4.794E-10
3.560E+0	4.796E-10
3.561E+0	4.797E-10
3.562E+0	4.800E-10
3.563E+0	4.802E-10
3.564E+0	4.783E-10
3.565E+0	4.790E-10
3.566E+0	4.785E-10
3.567E+0	4.796E-10
3.568E+0	4.784E-10
3.569E+0	4.787E-10
3.570E+0	4.785E-10
3.571E+0	4.793E-10
3.572E+0	4.810E-10
3.573E+0	4.805E-10
3.574E+0	4.808E-10
3.575E+0	4.819E-10
3.576E+0	4.807E-10
3.577E+0	4.803E-10
3.578E+0	4.804E-10
3.579E+0	4.811E-10
3.580E+0	4.825E-10
3.581E+0	4.826E-10
3.582E+0	4.833E-10
3.583E+0	4.829E-10
3.584E+0	4.823E-10
3.585E+0	4.816E-10
3.586E+0	4.824E-10
3.587E+0	4.808E-10
3.588E+0	4.811E-10
3.589E+0	4.807E-10
3.590E+0	4.801E-10
3.591E+0	4.793E-10
3.592E+0	4.793E-10
3.593E+0	4.813E-10
3.594E+0	4.809E-10
3.595E+0	4.828E-10
3.596E+0	4.825E-10
3.597E+0	4.823E-10
3.598E+0	4.810E-10
3.599E+0	4.815E-10
3.600E+0	4.821E-10
3.601E+0	4.823E-10
3.602E+0	4.812E-10
3.603E+0	4.803E-10
3.604E+0	4.807E-10
3.605E+0	4.810E-10
3.606E+0	4.802E-10
3.607E+0	4.820E-10
3.608E+0	4.813E-10
3.609E+0	4.806E-10
3.610E+0	4.814E-10
3.611E+0	4.800E-10
3.612E+0	4.797E-10
3.613E+0	4.797E-10
3.614E+0	4.791E-10
3.615E+0	4.810E-10
3.616E+0	4.802E-10
3.617E+0	4.785E-10
3.618E+0	4.791E-10
3.619E+0	4.793E-10
3.620E+0	4.808E-10
3.621E+0	4.801E-10
3.622E+0	4.798E-10
3.623E+0	4.805E-10
3.624E+0	4.807E-10
3.625E+0	4.795E-10
3.626E+0	4.827E-10
3.627E+0	4.805E-10
3.628E+0	4.812E-10
3.629E+0	4.797E-10
3.630E+0	4.809E-10
3.631E+0	4.801E-10
3.632E+0	4.812E-10
3.633E+0	4.814E-10
3.634E+0	4.823E-10
3.635E+0	4.821E-10
3.636E+0	4.824E-10
3.637E+0	4.832E-10
3.638E+0	4.831E-10
3.639E+0	4.824E-10
3.640E+0	4.810E-10
3.641E+0	4.826E-10
3.642E+0	4.820E-10
3.643E+0	4.812E-10
3.644E+0	4.820E-10
3.645E+0	4.827E-10
3.646E+0	4.816E-10
3.647E+0	4.801E-10
3.648E+0	4.808E-10
3.649E+0	4.803E-10
3.650E+0	4.832E-10
3.651E+0	4.825E-10
3.652E+0	4.825E-10
3.653E+0	4.818E-10
3.654E+0	4.828E-10
3.655E+0	4.816E-10
3.656E+0	4.818E-10
3.657E+0	4.811E-10
3.658E+0	4.798E-10
3.659E+0	4.824E-10
3.660E+0	4.805E-10
3.661E+0	4.806E-10
3.662E+0	4.802E-10
3.663E+0	4.809E-10
3.664E+0	4.819E-10
3.665E+0	4.816E-10
3.666E+0	4.823E-10
3.667E+0	4.833E-10
3.668E+0	4.829E-10
3.669E+0	4.814E-10
3.670E+0	4.812E-10
3.671E+0	4.814E-10
3.672E+0	4.827E-10
3.673E+0	4.816E-10
3.674E+0	4.832E-10
3.675E+0	4.824E-10
3.676E+0	4.830E-10
3.677E+0	4.824E-10
3.678E+0	4.818E-10
3.679E+0	4.828E-10
3.680E+0	4.825E-10
3.681E+0	4.822E-10
3.682E+0	4.838E-10
3.683E+0	4.835E-10
3.684E+0	4.831E-10
3.685E+0	4.833E-10
3.686E+0	4.836E-10
3.687E+0	4.825E-10
3.688E+0	4.827E-10
3.689E+0	4.836E-10
3.690E+0	4.831E-10
3.691E+0	4.835E-10
3.692E+0	4.843E-10
3.693E+0	4.851E-10
3.694E+0	4.850E-10
3.695E+0	4.856E-10
3.696E+0	4.853E-10
3.697E+0	4.838E-10
3.698E+0	4.847E-10
3.699E+0	4.827E-10
3.700E+0	4.833E-10
3.701E+0	4.838E-10
3.702E+0	4.842E-10
3.703E+0	4.845E-10
3.704E+0	4.846E-10
3.705E+0	4.839E-10
3.706E+0	4.843E-10
3.707E+0	4.852E-10
3.708E+0	4.857E-10
3.709E+0	4.845E-10
3.710E+0	4.863E-10
3.711E+0	4.867E-10
3.712E+0	4.845E-10
3.713E+0	4.846E-10
3.714E+0	4.870E-10
3.715E+0	4.858E-10
3.716E+0	4.857E-10
3.717E+0	4.856E-10
3.718E+0	4.859E-10
3.719E+0	4.853E-10
3.720E+0	4.870E-10
3.721E+0	4.868E-10
3.722E+0	4.871E-10
3.723E+0	4.863E-10
3.724E+0	4.863E-10
3.725E+0	4.873E-10
3.726E+0	4.871E-10
3.727E+0	4.880E-10
3.728E+0	4.894E-10
3.729E+0	4.890E-10
3.730E+0	4.888E-10
3.731E+0	4.885E-10
3.732E+0	4.890E-10
3.733E+0	4.901E-10
3.734E+0	4.908E-10
3.735E+0	4.894E-10
3.736E+0	4.897E-10
3.737E+0	4.901E-10
3.738E+0	4.906E-10
3.739E+0	4.914E-10
3.740E+0	4.894E-10
3.741E+0	4.915E-10
3.742E+0	4.911E-10
3.743E+0	4.899E-10
3.744E+0	4.906E-10
3.745E+0	4.898E-10
3.746E+0	4.888E-10
3.747E+0	4.895E-10
3.748E+0	4.896E-10
3.749E+0	4.914E-10
3.750E+0	4.907E-10
3.751E+0	4.903E-10
3.752E+0	4.914E-10
3.753E+0	4.907E-10
3.754E+0	4.924E-10
3.755E+0	4.904E-10
3.756E+0	4.927E-10
3.757E+0	4.927E-10
3.758E+0	4.907E-10
3.759E+0	4.920E-10
3.760E+0	4.934E-10
3.761E+0	4.939E-10
3.762E+0	4.920E-10
3.763E+0	4.915E-10
3.764E+0	4.915E-10
3.765E+0	4.926E-10
3.766E+0	4.909E-10
3.767E+0	4.931E-10
3.768E+0	4.916E-10
3.769E+0	4.915E-10
3.770E+0	4.939E-10
3.771E+0	4.915E-10
3.772E+0	4.926E-10
3.773E+0	4.915E-10
3.774E+0	4.920E-10
3.775E+0	4.903E-10
3.776E+0	4.897E-10
3.777E+0	4.891E-10
3.778E+0	4.899E-10
3.779E+0	4.914E-10
3.780E+0	4.913E-10
3.781E+0	4.918E-10
3.782E+0	4.904E-10
3.783E+0	4.898E-10
3.784E+0	4.905E-10
3.785E+0	4.877E-10
3.786E+0	4.875E-10
3.787E+0	4.872E-10
3.788E+0	4.869E-10
3.789E+0	4.888E-10
3.790E+0	4.896E-10
3.791E+0	4.872E-10
3.792E+0	4.880E-10
3.793E+0	4.853E-10
3.794E+0	4.860E-10
3.795E+0	4.853E-10
3.796E+0	4.848E-10
3.797E+0	4.838E-10
3.798E+0	4.837E-10
3.799E+0	4.820E-10
3.800E+0	4.821E-10
3.801E+0	4.817E-10
3.802E+0	4.797E-10
3.803E+0	4.783E-10
3.804E+0	4.795E-10
3.805E+0	4.795E-10
3.806E+0	4.776E-10
3.807E+0	4.761E-10
3.808E+0	4.749E-10
3.809E+0	4.760E-10
3.810E+0	4.738E-10
3.811E+0	4.723E-10
3.812E+0	4.700E-10
3.813E+0	4.701E-10
3.814E+0	4.680E-10
3.815E+0	4.660E-10
3.816E+0	4.652E-10
3.817E+0	4.647E-10
3.818E+0	4.646E-10
3.819E+0	4.634E-10
3.820E+0	4.638E-10
3.821E+0	4.609E-10
3.822E+0	4.602E-10
3.823E+0	4.592E-10
3.824E+0	4.567E-10
3.825E+0	4.555E-10
3.826E+0	4.552E-10
3.827E+0	4.540E-10
3.828E+0	4.539E-10
3.829E+0	4.515E-10
3.830E+0	4.500E-10
3.831E+0	4.461E-10
3.832E+0	4.448E-10
3.833E+0	4.436E-10
3.834E+0	4.402E-10
3.835E+0	4.396E-10
3.836E+0	4.370E-10
3.837E+0	4.364E-10
3.838E+0	4.323E-10
3.839E+0	4.317E-10
3.840E+0	4.285E-10
3.841E+0	4.251E-10
3.842E+0	4.250E-10
3.843E+0	4.242E-10
3.844E+0	4.200E-10
3.845E+0	4.190E-10
3.846E+0	4.164E-10
3.847E+0	4.151E-10
3.848E+0	4.106E-10
3.849E+0	4.111E-10
3.850E+0	4.079E-10
3.851E+0	4.057E-10
3.852E+0	4.040E-10
3.853E+0	4.034E-10
3.854E+0	4.008E-10
3.855E+0	4.005E-10
3.856E+0	3.969E-10
3.857E+0	3.962E-10
3.858E+0	3.937E-10
3.859E+0	3.918E-10
3.860E+0	3.896E-10
3.861E+0	3.888E-10
3.862E+0	3.852E-10
3.863E+0	3.826E-10
3.864E+0	3.810E-10
3.865E+0	3.790E-10
3.866E+0	3.754E-10
3.867E+0	3.729E-10
3.868E+0	3.724E-10
3.869E+0	3.699E-10
3.870E+0	3.671E-10
3.871E+0	3.620E-10
3.872E+0	3.591E-10
3.873E+0	3.575E-10
3.874E+0	3.536E-10
3.875E+0	3.521E-10
3.876E+0	3.494E-10
3.877E+0	3.491E-10
3.878E+0	3.464E-10
3.879E+0	3.413E-10
3.880E+0	3.387E-10
3.881E+0	3.391E-10
3.882E+0	3.364E-10
3.883E+0	3.331E-10
3.884E+0	3.317E-10
3.885E+0	3.276E-10
3.886E+0	3.264E-10
3.887E+0	3.242E-10
3.888E+0	3.205E-10
3.889E+0	3.167E-10
3.890E+0	3.176E-10
3.891E+0	3.134E-10
3.892E+0	3.110E-10
3.893E+0	3.110E-10
3.894E+0	3.064E-10
3.895E+0	3.052E-10
3.896E+0	3.038E-10
3.897E+0	3.020E-10
3.898E+0	3.006E-10
3.899E+0	2.987E-10
3.900E+0	2.954E-10
3.901E+0	2.955E-10
3.902E+0	2.938E-10
3.903E+0	2.927E-10
3.904E+0	2.904E-10
3.905E+0	2.894E-10
3.906E+0	2.887E-10
3.907E+0	2.854E-10
3.908E+0	2.843E-10
3.909E+0	2.823E-10
3.910E+0	2.817E-10
3.911E+0	2.785E-10
3.912E+0	2.781E-10
3.913E+0	2.787E-10
3.914E+0	2.762E-10
3.915E+0	2.741E-10
3.916E+0	2.750E-10
3.917E+0	2.723E-10
3.918E+0	2.703E-10
3.919E+0	2.689E-10
3.920E+0	2.701E-10
3.921E+0	2.675E-10
3.922E+0	2.664E-10
3.923E+0	2.658E-10
3.924E+0	2.658E-10
3.925E+0	2.625E-10
3.926E+0	2.607E-10
3.927E+0	2.601E-10
3.928E+0	2.603E-10
3.929E+0	2.574E-10
3.930E+0	2.558E-10
3.931E+0	2.551E-10
3.932E+0	2.544E-10
3.933E+0	2.532E-10
3.934E+0	2.528E-10
3.935E+0	2.508E-10
3.936E+0	2.493E-10
3.937E+0	2.493E-10
3.938E+0	2.486E-10
3.939E+0	2.478E-10
3.940E+0	2.471E-10
3.941E+0	2.463E-10
3.942E+0	2.450E-10
3.943E+0	2.424E-10
3.944E+0	2.418E-10
3.945E+0	2.408E-10
3.946E+0	2.402E-10
3.947E+0	2.388E-10
3.948E+0	2.375E-10
3.949E+0	2.367E-10
3.950E+0	2.347E-10
3.951E+0	2.330E-10
3.952E+0	2.310E-10
3.953E+0	2.284E-10
3.954E+0	2.276E-10
3.955E+0	2.258E-10
3.956E+0	2.254E-10
3.957E+0	2.231E-10
3.958E+0	2.220E-10
3.959E+0	2.194E-10
3.960E+0	2.158E-10
3.961E+0	2.131E-10
3.962E+0	2.119E-10
3.963E+0	2.100E-10
3.964E+0	2.070E-10
3.965E+0	2.042E-10
3.966E+0	2.031E-10
3.967E+0	2.010E-10
3.968E+0	1.982E-10
3.969E+0	1.956E-10
3.970E+0	1.937E-10
3.971E+0	1.916E-10
3.972E+0	1.880E-10
3.973E+0	1.851E-10
3.974E+0	1.831E-10
3.975E+0	1.806E-10
3.976E+0	1.773E-10
3.977E+0	1.749E-10
3.978E+0	1.715E-10
3.979E+0	1.689E-10
3.980E+0	1.653E-10
3.981E+0	1.610E-10
3.982E+0	1.574E-10
3.983E+0	1.539E-10
3.984E+0	1.497E-10
3.985E+0	1.454E-10
3.986E+0	1.418E-10
3.987E+0	1.380E-10
3.988E+0	1.348E-10
3.989E+0	1.309E-10
3.990E+0	1.266E-10
3.991E+0	1.226E-10
3.992E+0	1.188E-10
3.993E+0	1.150E-10
3.994E+0	1.106E-10
3.995E+0	1.061E-10
3.996E+0	1.021E-10
3.997E+0	9.627E-11
3.998E+0	9.169E-11
3.999E+0	8.663E-11
4.000E+0	8.260E-11
4.001E+0	7.833E-11
4.002E+0	7.295E-11
4.003E+0	6.721E-11
4.004E+0	6.080E-11
4.005E+0	5.596E-11
4.006E+0	4.939E-11
4.007E+0	4.116E-11
4.008E+0	3.287E-11
4.009E+0	2.548E-11
4.010E+0	1.624E-11
4.011E+0	6.416E-12
4.012E+0	-2.611E-12
4.013E+0	-8.852E-12
4.014E+0	-1.406E-11
4.015E+0	-1.663E-11
4.016E+0	-1.718E-11
4.017E+0	-1.713E-11
4.018E+0	-1.710E-11
4.019E+0	-1.728E-11
4.020E+0	-1.723E-11
4.021E+0	-1.717E-11
4.022E+0	-1.724E-11
4.023E+0	-1.746E-11
4.024E+0	-1.743E-11
4.025E+0	-1.745E-11
4.026E+0	-1.741E-11
4.027E+0	-1.748E-11
4.028E+0	-1.751E-11
4.029E+0	-1.747E-11
4.030E+0	-1.745E-11
4.031E+0	-1.744E-11
4.032E+0	-1.746E-11
4.033E+0	-1.744E-11
4.034E+0	-1.744E-11
4.035E+0	-1.748E-11
4.036E+0	-1.747E-11
4.037E+0	-1.749E-11
4.038E+0	-1.753E-11
4.039E+0	-1.746E-11
4.040E+0	-1.742E-11
4.041E+0	-1.745E-11
4.042E+0	-1.743E-11
4.043E+0	-1.735E-11
4.044E+0	-1.743E-11
4.045E+0	-1.743E-11
4.046E+0	-1.740E-11
4.047E+0	-1.743E-11
4.048E+0	-1.735E-11
4.049E+0	-1.731E-11
4.050E+0	-1.738E-11
4.051E+0	-1.731E-11
4.052E+0	-1.720E-11
4.053E+0	-1.728E-11
4.054E+0	-1.722E-11
4.055E+0	-1.719E-11
4.056E+0	-1.712E-11
4.057E+0	-1.721E-11
4.058E+0	-1.717E-11
4.059E+0	-1.723E-11
4.060E+0	-1.707E-11
4.061E+0	-1.713E-11
4.062E+0	-1.707E-11
4.063E+0	-1.710E-11
4.064E+0	-1.708E-11
4.065E+0	-1.704E-11
4.066E+0	-1.709E-11
4.067E+0	-1.711E-11
4.068E+0	-1.710E-11
4.069E+0	-1.699E-11
4.070E+0	-1.701E-11
4.071E+0	-1.712E-11
4.072E+0	-1.701E-11
4.073E+0	-1.712E-11
4.074E+0	-1.711E-11
4.075E+0	-1.708E-11
4.076E+0	-1.705E-11
4.077E+0	-1.718E-11
4.078E+0	-1.711E-11
4.079E+0	-1.713E-11
4.080E+0	-1.710E-11
4.081E+0	-1.714E-11
4.082E+0	-1.712E-11
4.083E+0	-1.719E-11
4.084E+0	-1.714E-11
4.085E+0	-1.716E-11
4.086E+0	-1.718E-11
4.087E+0	-1.707E-11
4.088E+0	-1.713E-11
4.089E+0	-1.709E-11
4.090E+0	-1.706E-11
4.091E+0	-1.712E-11
4.092E+0	-1.714E-11
4.093E+0	-1.709E-11
4.094E+0	-1.705E-11
4.095E+0	-1.710E-11
4.096E+0	-1.714E-11
4.097E+0	-1.709E-11
4.098E+0	-1.712E-11
4.099E+0	-1.708E-11
4.100E+0	-1.704E-11
4.101E+0	-1.705E-11
4.102E+0	-1.692E-11
4.103E+0	-1.697E-11
4.104E+0	-1.705E-11
