Measured on 11:37:48 04/12/2024
Operated by: 	 Ennio Kristof
Comments: 	 
Projectile: 	 Ar

Energy (V): 	2000.000
Extractor (%): 	98.000
Focus 1 (%): 	67.000
Focus 2 (%): 	0.000
Emission (uA): 	10000.000
Pox X (um): 	0.000
Width X (um): 	0.000
Pos Y (um): 	0.000
Width Y (um): 	0.000
Time per dot (us): 	50.000

RFA#: 	2.000
x (mm): 	12.500
y (mm): 	12.500
z (mm): 	30.000
Suppressor voltage (V): 	0.000
Comments: 	 1 ret grid, sup grid

Wien voltage (V): 	97.700

Sweep start (kV): 	0.000
Sweep end (kV): 	2.200
Sweep step (V): 	10.000
Measurement time (s): 	0.100
Integration time (s): 	0.100
PLC: 	5.000
Points per step: 	1.000

Retading voltage (kV)	Mean current FC (A)
0.000E+0	1.880E-10
1.000E-2	1.891E-10
2.000E-2	1.899E-10
3.000E-2	1.904E-10
4.000E-2	1.910E-10
5.000E-2	1.915E-10
6.000E-2	1.922E-10
7.000E-2	1.925E-10
8.000E-2	1.934E-10
9.000E-2	1.937E-10
1.000E-1	1.940E-10
1.100E-1	1.941E-10
1.200E-1	1.948E-10
1.300E-1	1.949E-10
1.400E-1	1.953E-10
1.500E-1	1.958E-10
1.600E-1	1.956E-10
1.700E-1	1.966E-10
1.800E-1	1.970E-10
1.900E-1	1.968E-10
2.000E-1	1.969E-10
2.100E-1	1.975E-10
2.200E-1	1.982E-10
2.300E-1	1.987E-10
2.400E-1	1.985E-10
2.500E-1	1.990E-10
2.600E-1	1.995E-10
2.700E-1	1.999E-10
2.800E-1	2.004E-10
2.900E-1	2.008E-10
3.000E-1	2.008E-10
3.100E-1	2.011E-10
3.200E-1	2.013E-10
3.300E-1	2.017E-10
3.400E-1	2.019E-10
3.500E-1	2.020E-10
3.600E-1	2.024E-10
3.700E-1	2.035E-10
3.800E-1	2.034E-10
3.900E-1	2.041E-10
4.000E-1	2.044E-10
4.100E-1	2.054E-10
4.200E-1	2.054E-10
4.300E-1	2.051E-10
4.400E-1	2.054E-10
4.500E-1	2.059E-10
4.600E-1	2.064E-10
4.700E-1	2.062E-10
4.800E-1	2.067E-10
4.900E-1	2.078E-10
5.000E-1	2.078E-10
5.100E-1	2.080E-10
5.200E-1	2.091E-10
5.300E-1	2.094E-10
5.400E-1	2.090E-10
5.500E-1	2.091E-10
5.600E-1	2.095E-10
5.700E-1	2.102E-10
5.800E-1	2.101E-10
5.900E-1	2.105E-10
6.000E-1	2.107E-10
6.100E-1	2.115E-10
6.200E-1	2.116E-10
6.300E-1	2.122E-10
6.400E-1	2.130E-10
6.500E-1	2.130E-10
6.600E-1	2.130E-10
6.700E-1	2.137E-10
6.800E-1	2.140E-10
6.900E-1	2.141E-10
7.000E-1	2.144E-10
7.100E-1	2.152E-10
7.200E-1	2.152E-10
7.300E-1	2.155E-10
7.400E-1	2.161E-10
7.500E-1	2.166E-10
7.600E-1	2.165E-10
7.700E-1	2.170E-10
7.800E-1	2.170E-10
7.900E-1	2.168E-10
8.000E-1	2.173E-10
8.100E-1	2.182E-10
8.200E-1	2.181E-10
8.300E-1	2.176E-10
8.400E-1	2.186E-10
8.500E-1	2.194E-10
8.600E-1	2.191E-10
8.700E-1	2.190E-10
8.800E-1	2.190E-10
8.900E-1	2.198E-10
9.000E-1	2.198E-10
9.100E-1	2.199E-10
9.200E-1	2.196E-10
9.300E-1	2.207E-10
9.400E-1	2.207E-10
9.500E-1	2.207E-10
9.600E-1	2.218E-10
9.700E-1	2.225E-10
9.800E-1	2.219E-10
9.900E-1	2.222E-10
1.000E+0	2.221E-10
1.010E+0	2.226E-10
1.020E+0	2.225E-10
1.030E+0	2.232E-10
1.040E+0	2.240E-10
1.050E+0	2.243E-10
1.060E+0	2.245E-10
1.070E+0	2.245E-10
1.080E+0	2.251E-10
1.090E+0	2.252E-10
1.100E+0	2.250E-10
1.110E+0	2.252E-10
1.120E+0	2.259E-10
1.130E+0	2.257E-10
1.140E+0	2.256E-10
1.150E+0	2.258E-10
1.160E+0	2.266E-10
1.170E+0	2.268E-10
1.180E+0	2.269E-10
1.190E+0	2.275E-10
1.200E+0	2.279E-10
1.210E+0	2.277E-10
1.220E+0	2.274E-10
1.230E+0	2.277E-10
1.240E+0	2.279E-10
1.250E+0	2.277E-10
1.260E+0	2.277E-10
1.270E+0	2.282E-10
1.280E+0	2.280E-10
1.290E+0	2.279E-10
1.300E+0	2.274E-10
1.310E+0	2.279E-10
1.320E+0	2.275E-10
1.330E+0	2.281E-10
1.340E+0	2.284E-10
1.350E+0	2.289E-10
1.360E+0	2.285E-10
1.370E+0	2.288E-10
1.380E+0	2.298E-10
1.390E+0	2.300E-10
1.400E+0	2.295E-10
1.410E+0	2.297E-10
1.420E+0	2.307E-10
1.430E+0	2.314E-10
1.440E+0	2.310E-10
1.450E+0	2.314E-10
1.460E+0	2.316E-10
1.470E+0	2.325E-10
1.480E+0	2.322E-10
1.490E+0	2.328E-10
1.500E+0	2.331E-10
1.510E+0	2.333E-10
1.520E+0	2.320E-10
1.530E+0	2.321E-10
1.540E+0	2.321E-10
1.550E+0	2.313E-10
1.560E+0	2.315E-10
1.570E+0	2.316E-10
1.580E+0	2.313E-10
1.590E+0	2.317E-10
1.600E+0	2.326E-10
1.610E+0	2.338E-10
1.620E+0	2.349E-10
1.630E+0	2.351E-10
1.640E+0	2.362E-10
1.650E+0	2.377E-10
1.660E+0	2.382E-10
1.670E+0	2.389E-10
1.680E+0	2.386E-10
1.690E+0	2.395E-10
1.700E+0	2.399E-10
1.710E+0	2.398E-10
1.720E+0	2.405E-10
1.730E+0	2.421E-10
1.740E+0	2.428E-10
1.750E+0	2.434E-10
1.760E+0	2.452E-10
1.770E+0	2.450E-10
1.780E+0	2.468E-10
1.790E+0	2.475E-10
1.800E+0	2.484E-10
1.810E+0	2.510E-10
1.820E+0	2.518E-10
1.830E+0	2.535E-10
1.840E+0	2.553E-10
1.850E+0	2.563E-10
1.860E+0	2.573E-10
1.870E+0	2.590E-10
1.880E+0	2.604E-10
1.890E+0	2.626E-10
1.900E+0	2.644E-10
1.910E+0	2.662E-10
1.920E+0	2.683E-10
1.930E+0	2.715E-10
1.940E+0	2.750E-10
1.950E+0	2.780E-10
1.960E+0	2.824E-10
1.970E+0	2.868E-10
1.980E+0	2.912E-10
1.990E+0	2.911E-10
2.000E+0	2.843E-10
2.010E+0	2.672E-10
2.020E+0	2.424E-10
2.030E+0	2.101E-10
2.040E+0	1.704E-10
2.050E+0	1.253E-10
2.060E+0	7.975E-11
2.070E+0	3.755E-11
2.080E+0	7.978E-12
2.090E+0	-3.634E-12
2.100E+0	-5.168E-12
2.110E+0	-5.107E-12
2.120E+0	-5.113E-12
2.130E+0	-5.143E-12
2.140E+0	-5.075E-12
2.150E+0	-5.016E-12
2.160E+0	-4.984E-12
2.170E+0	-5.058E-12
2.180E+0	-5.246E-12
2.190E+0	-5.060E-12
2.200E+0	-5.098E-12
